3154078b-0d2e-4086-908a-79cc24496219,96,90,,,,,3325,,,,,,,,,2 graczy,3 graczy,4 graczy,5 graczy,all
85df75ef-1b73-43ee-b5db-7b0e9aa1592c,84,65,119,119,75,,,,,,,,,,,,,,,
fail 5 in turn: 41,,,,,,,,,,,,,,,,,,,,
d1eee30d-2563-4f93-9e30-914186d54dd7,80,93,115,109,117,,,,,,,,,,,,,,,
fc8ee669-9b80-4a6d-9f98-5dfdfbdac5cd,103,110,139,139,109,,,,,,,,,,,,,,,
67a7865f-56eb-4283-a3a8-b2e0e89b4775,97,60,106,73,118,,,x,,,,,,,,,,,,
fail 5 in turn: 38,,,,,,,,,,,,,,,,,,,,
4b89020a-bdcc-4412-a701-fa95d4ad7e86,95,109,73,85,77,,,,,,,,,,,,,,,
d5e80fab-2cce-4bbf-93f8-64ae4d5da244,70,106,111,84,87,,,,,,,,,,,,,,,
a30423cc-e6ec-4109-be52-1912bc1de444,116,127,106,95,105,,,,,,,,,,,,,,,
22fe7b5e-99f7-4808-8ca3-ef29395414e2,106,96,96,116,109,,,,,,,,,,,,,,,
bd73eb41-d975-41e0-94e4-64052e260ec8,119,129,72,96,112,,,,,,,,,,,,,,,
050d10e2-7b26-42ca-8ba3-cec437294d72,95,82,71,97,118,,,,,,,,,,,,,,,
a7357532-49fa-48d9-b2ce-888e96b84d6e,85,93,78,48,79,,,,,,,,,,,,,,,
31520948-9324-4dfa-b27d-74765ea921a6,92,81,75,109,99,,,,,,,,,,,,,,,
1e30b327-5454-414d-90f4-a9347fcc342b,77,96,80,95,97,,,,,,,,,,,,,,,
dd1cb139-3a6b-4523-a749-f3e6ec284897,118,93,94,108,102,,,,,,,,,,,,,,,
38744304-c314-4233-96e2-fd9bf6a970b6,83,83,108,97,101,,,,,,,,,,,,,,,
e44eebcf-24f2-4ba8-99c0-b87a235fa750,92,109,115,99,102,,,,,,,,,,,,,,,
6d3ed34a-a03d-4811-bfc5-0ab30e53b07f,79,102,96,104,101,,,,,,,,,,,,,,,
ca68e23a-3b1d-4c88-aee0-f5ee0ca7278a,66,65,78,96,116,,,,,x,,,,,,,,,,
56369f01-94cb-4129-a02f-c1c1091f28ca,100,92,104,98,114,,,,,,,,,,,,,,,
d9e45aaa-3e0b-4114-91de-e45d91edfaaf,97,102,56,116,133,,,,,,,,,,,,,,,
d477689d-51c3-40ef-9ef5-3628b24e0c5d,96,51,93,97,97,,,,,,,,,,,,,,,
0a566059-f857-4c1e-a947-541b0ce823d3,82,90,95,122,95,,,,,,,,,,,,,,,
2e7dff3d-ea65-4eee-9cd6-6fcdf9d791b0,48,85,89,85,104,,,,,,,,,,,,,,,
710585cb-1e9a-47f7-9940-501850f48890,57,102,86,101,55,,,,,,,,,,,,,,,
4c3c3c70-0133-447b-bff3-0721f5d43fde,80,91,94,98,109,,,,,,,,,,,,,,,
3e9fcbe9-2bdd-422a-8205-159f94b6450c,95,67,67,80,147,,,,,,,,,,,,,,,
3f924e35-17e8-49b9-906a-c252013d6003,94,105,71,96,105,,,,,,,,,,,,,,,
990a33b7-9fef-4779-8038-64b728ac9d67,119,133,106,112,107,,,,,,,,,,,,,,,
98425110-111d-40f4-8133-c0506f2ff221,105,118,70,106,100,,,,,,,,,,,,,,,
8e52573e-1cc5-4256-8caa-d7cc59a28faf,90,73,111,89,103,,,,,,,,,,,,,,,
8c4c3b24-09f1-408a-b465-62a9d0dd7bbb,69,77,88,77,82,,,,,,,,,,,,,,,
800360e7-96f2-4781-ad64-61a02b3da70f,106,116,103,79,106,,,,,,,,,,,,,,,
072c2c8c-163a-4670-a921-b46660793324,57,95,82,96,113,,,,,,,,,,,,,,,
85f8560b-7b73-4405-8a85-cb264459b9a6,64,96,115,90,119,,,,x,,,,,,,,,,,
fail 5 in turn: 44,,,,,,,,,,,,,,,,,,,,
d849720d-7ebc-4668-8b29-e4bb55955f8d,62,70,86,78,100,,,,,,,,,,,,,,,
8807da2c-98af-46fa-83f0-108d60df5009,88,87,127,90,109,,x,,,,,,,,,,,,,
9bcb7aeb-4042-4891-b6e7-de79c6e3f381,103,93,78,76,105,,,,,,,,,,,,,,,
a7191619-86da-4803-82a8-a70519a739b9,89,95,97,115,124,,,,,,,,,,,,,,,
a12222d4-2de0-4ad8-8aa2-b3624452d91f,114,162,104,119,118,,,,,,,,,,,,,,,
09f3d19b-92ec-470c-bcb0-e606ecfdd791,117,72,113,115,100,,,,,,,,,,,,,,,
fail 5 in turn: 36,,,,,,,,,,,,,,,,,,,,
3b834fbd-b248-4da2-935f-47a8b53d9f57,85,122,78,85,119,,,,,,,,,,,,,,,
4dad8ba1-3516-463f-ab27-1dc4adbd6e15,141,125,87,99,99,,,,,,,,,,,,,,,
00ede39c-7591-4d1c-90fb-0a2afa77251b,102,93,102,93,113,,,x,,,,,,,,,,,,
b67b1397-aff2-48a5-90d4-58fccb6f832a,108,83,88,100,96,,,,,,,,,,,,,,,
6005c3da-fd32-493d-980f-ec15a29b912d,108,106,98,100,93,,,,,,,,,,,,,,,
18577173-c904-41fe-9011-bd1513fb0b95,137,67,110,92,119,,,,,,,,,,,,,,,
8b6659d4-6cf3-4bfd-9d7e-2684f8220118,124,99,99,108,110,,,,,,,,,,,,,,,
00f77801-59cd-4f60-b633-ac2b1fb53862,45,99,78,95,86,,,,,,,,,,,,,,,
fbf880e8-dcbf-40eb-ba32-9a2ef0e1ee28,94,91,128,104,101,,,,,,,,,,,,,,,
fail 5 in turn: 42,,,,,,,,,,,,,,,,,,,,
98593973-1759-484d-bcea-74706b8c3f0c,66,94,91,102,100,,,,,,,,,,,,,,,
b101c87f-5541-45c6-9d27-3f649c1a6431,79,95,105,101,128,,,,,,,,,,,,,,,
9968ae65-9d73-4a76-b139-b014805a11f8,127,113,117,94,110,,,,,,,,,,,,,,,
587eb0fd-4bc4-430b-8454-3de8c85d5e72,90,93,93,116,112,,,,,,,,,,,,,,,
cddd317e-a33d-44c0-b96e-fdc21c8cad09,86,100,112,103,101,,,,,,,,,,,,,,,
a1dd3a7f-d12f-4bcc-b9d8-674a5bc0dd5e,104,107,97,95,103,,,,,x,,,,,,,,,,
47883ef8-aeb2-4e89-ba55-797217df64e4,81,136,99,117,92,,,,,,,,,,,,,,,
29a1eeaa-d039-473f-8e3d-85893b298d34,121,115,100,128,90,,,,,,,,,,,,,,,
ce49a086-cc42-4875-8918-a52edb895fcb,135,108,89,115,101,,,,,,,,,,,,,,,
89d62969-0deb-4656-9663-476486f19961,115,104,104,94,108,,,,x,,,,,,,,,,,
1a844a4a-45d1-47b7-9e49-8f8efde3df09,52,109,90,58,109,,,,,,,,,,,,,,,
a8e3513c-973e-4339-a148-0c45b4c84f5c,121,80,74,78,103,,,,,,,,,,,,,,,
a8abec6f-1432-4817-bdaa-4c5c8d2c6584,113,94,68,92,116,,,,,,,,,,,,,,,
b6d2f65a-1158-41e1-9e50-0d63f9986c99,104,105,83,46,103,,,,,,,,,,,,,,,
d579051e-75de-4021-9e85-adda573febc9,98,90,95,130,114,,,,,,,,,,,,,,,
8499b66e-6854-4247-bbf2-d0e21489c51d,110,61,119,89,105,,,,,,,,,,,,,,,
7f236c87-b575-4260-98f6-b5dcd3c684dd,134,86,99,95,83,,,,,,,,,,,,,,,
2d4c72be-60d1-4b63-bfdc-2f3a11525304,80,95,64,65,88,,,,,,,,,,,,,,,
75f08dff-b802-484a-b64b-69b823c151e9,77,134,83,111,99,,,,,,,,,,,,,,,
78d1647e-ecc5-45aa-8e91-8fc936cc5dc0,70,77,80,76,82,,,y,,,,,,,,,,,,
041d92a7-9e83-447c-849f-ba2ff639af72,105,108,94,123,124,,,,,,,,,,,,,,,
278c4fd9-701e-47b1-93fc-b36aae18c98a,95,89,100,120,98,,,,,,,,,,,,,,,
ffa45b56-d8e7-47c8-a272-d769d2e72901,106,99,106,106,112,,,,,,,,,,,,,,,
32398c1f-bca6-4a37-8729-fb8b5bda09ec,117,109,55,103,113,,,,,,,,,,,,,,,
4cf685f8-2ea6-4a3f-872a-9a110cf2d742,78,105,68,86,110,,,,,,,,,,,,,,,
4a80115a-195a-422a-97bb-cef04829a7d6,120,112,101,97,85,,,,,,,,,,,,,,,
3ea6188a-72bf-466e-8ad2-c7045b03247e,59,103,124,104,105,,,,,,,,,,,,,,,
e970c8c3-a2d0-457f-a0c8-288147fda7e1,86,115,90,97,91,,,,,,,,,,,,,,,
b834dcf8-72f8-4383-91af-c6bbe718ed8e,84,74,80,73,89,,,,,,,,,,,,,,,
e719d8c4-8c8a-45ac-9c7b-559621038916,94,106,98,103,73,,,,,,,,,,,,,,,
20ebacc4-d868-4602-800d-bda2843c630a,111,89,114,127,96,,,,,,,,,,,,,,,
dd842b1d-253c-4a1f-9b9f-ddc2836bea4c,88,91,79,92,115,,,,,,,,,,,,,,,
1d339ac3-bd61-4616-b126-bda51f6d38b6,80,70,91,56,112,,,,,,,,,,,,,,,
fcaffe9c-5b9c-4e53-98cf-0b151d3ba304,54,82,90,94,121,,,,,,,,,,,,,,,
096a3529-c4fb-4a37-bf8f-0febb5198719,123,115,53,61,100,,,,,,,,,,,,,,,
27667287-23d0-4157-ae56-bb00eb6fe2f6,99,119,101,81,112,,,,,,,,,,,,,,,
575bfd97-7b93-4e98-aea4-dc486f3b4ef5,108,111,102,93,106,,,,,,,,,,,,,,,
c3eca14b-9e45-4143-bc74-7ad085284b3e,100,90,77,88,84,,,,,,,,,,,,,,,
91b6109f-9aa3-40d5-9b54-be7742781876,114,141,106,110,104,,,,,,,,,,,,,,,
533f47f8-9e2c-4480-8b0f-0f6ed8d3b216,98,116,110,105,104,,,,,,,,,,,,,,,
d37984ec-84d0-47fd-b744-e09df78ce0f9,104,98,74,119,104,,,,,,,,,,,,,,,
8d54bc0a-b41c-41ca-8ece-0ada8d5f0090,71,88,91,75,102,,,x,,,,,,,,,,,,
76712a91-3cb8-44ad-a884-a4b2401c588d,117,95,57,94,121,,,,,,,,,,,,,,,
d675368c-0f5c-4031-bbbf-1363d72ab6b5,73,91,92,101,87,,,,,,,,,,,,,,,
0b7b71bc-e4c0-4795-b059-4687a82f1c36,130,99,68,97,117,,,,,,,,,,,,,,,
96017c0d-680a-4c7a-bc05-839b65120340,89,93,63,61,89,,,,,,,,,,,,,,,
48ff7685-31d3-4f86-9269-7edb9b065055,119,92,119,94,78,,,,,,,,,,,,,,,
3649219e-ef8d-4eb0-aa6d-1a4b0a37501c,90,125,86,90,111,,,,,x,,,,,,,,,,
58ca241d-d472-4709-91b6-75b150c8ab6e,90,105,132,62,98,,,,,,,,,,,,,,,
019f8eaf-bbaa-410f-b62f-ce6ebc5ed832,76,104,111,80,81,,,,,,,,,,,,,,,
bf28f2f3-7383-4bfe-ba03-97af2cde5292,115,86,89,100,100,,,,,,,,,,,,,,,
a567b441-c9fd-47fd-a0bc-26f6884d51ba,102,122,86,118,105,,,,,,,,,,,,,,,
fafd8f19-90d8-4593-bcea-885e11d2e896,86,114,93,115,107,,,,,,,,,,,,,,,
fail 5 in turn: 43,,,,,,,,,,,,,,,,,,,,
bf27cad2-bea7-4169-af12-8531a309ae1e,90,114,98,109,72,,,,,,,,,,,,,,,
751c58f5-ff04-4a39-9852-7cf8866c65e9,94,78,77,97,112,,,,,,,,,,,,,,,
eb1b1500-56dc-4691-98f6-93d030165069,71,77,75,102,86,,,,,,,,,,,,,,,
4a07ced9-1eb4-4adc-af33-c0ac6abc47f4,112,89,107,96,101,,,,,,,,,,,,,,,
fail 5 in turn: 38,,,,,,,x,,,,,,,,,,,,,
14fe8a0c-4426-4628-aa21-4bae9f0364c8,83,78,102,97,126,,,,,,,,,,,,,,,
c37b158a-0de8-48c3-bbbc-a6178d497f02,94,97,80,97,86,,,,,,,,,,,,,,,
dbc9f115-c6ed-4de0-bb4e-757815197dfc,166,79,104,118,109,,,,,,,,,,,,,,,
ad8fba96-0eb5-4e3d-95af-ae25d78537a3,87,106,85,97,85,,x,,,,,,,,,,,,,
70de61ee-df67-4dc1-95c3-7041931971b3,100,85,84,91,106,,,,,,,,,,,,,,,
f9f7a23b-9ec6-4e35-9917-17a73015be40,53,88,70,77,102,,,,,,,,,,,,,,,
70326279-319b-4c0f-bb36-233c799b5151,95,71,106,91,115,,,,,,,,,,,,,,,
756ae35b-55e8-46d2-9d53-a07e2b3cd1b2,88,89,119,110,103,,,,,,,,,,,,,,,
fail 5 in turn: 40,,,,,,,,,,,,,,,,,,,,
f009a0a9-1bda-4517-b3e3-3d0ccbedfefd,86,99,80,106,102,,,,,,,,,,,,,,,
ec6f1139-79f4-4dab-8f58-49ef8e3ab5de,98,85,116,103,115,,,,,,,,,,,,,,,
92423b58-bf44-4c53-815c-2b07abcced03,126,96,73,106,91,,,x,,,,,,,,,,,,
f175cfe9-068a-4c0c-9296-8f0853a62f5d,92,70,102,101,87,,,,,,,,,,,,,,,
fail 5 in turn: 34,,,,,,,,,,,,,,,,,,,,
c044ede3-a502-4048-aa59-27ea42ac69a1,74,86,70,113,88,,,,,,,,,,,,,,,
fail 5 in turn: 41,,,,,,,,,,,,,,,,,,,,
36f5f217-9d38-4b73-8b08-a20e6e1eea13,103,146,95,119,121,,,,,,,,,,,,,,,
c34710fa-6d60-46df-893f-f0081661334b,131,114,74,117,100,,,,,,,,,,,,,,,
8443b814-d2d7-4ed2-bb5d-dc51375ac00b,122,87,77,86,105,,,,,,,,,,,,,,,
565204ee-47c0-4a1a-a17c-dea3828a9d5a,69,99,96,91,113,,,,,,,,,,,,,,,
574c3be9-d7cb-4182-876c-71f05f09d4d8,131,42,77,106,106,,,,,,,,,,,,,,,
1c5fd632-ad75-49b7-93e9-561fe6bb9bff,108,64,87,114,92,,,,,x,,,,,,,,,,
fail 5 in turn: 40,,,,,,,,,,,,,,,,,,,,
a17011eb-eaf0-4bfc-a15e-bbe3e4e65787,95,102,93,118,122,,,,,,,,,,,,,,,
e8ed61ab-c565-4382-870a-5891eda1e456,78,130,63,104,103,,,,,,,,,,,,,,,
bde6971a-5373-48b1-913f-9c6afb4420d8,88,69,100,81,95,,,,,,,,,,,,,,,
60fb3c85-9459-4f6e-b257-c0b861249f66,73,86,83,75,96,,,,,,,,,,,,,,,
da2f2551-d125-4a91-8706-625476e51115,95,75,91,61,119,,,,,,,,,,,,,,,
5da92450-ad25-4f7d-97d3-c4d6debe110e,119,87,116,88,101,,,,,,,,,,,,,,,
ccbd8ce6-e4bb-4220-baf1-a01e3b3fa8c2,92,88,124,97,97,,,,,,,,,,,,,,,
cf92e812-a601-420e-beba-4e699b7a0727,103,114,128,80,101,,,,,,,,,,,,,,,
4cbb33ab-b343-4de5-85d3-4b033aa65324,74,50,98,65,81,,,,,,,,,,,,,,,
13e53f1e-e9ba-4687-ac39-0763c6aa670a,102,100,88,98,94,,,,,,,,,,,,,,,
859d4c6f-e374-438f-9bff-976702675bec,100,108,85,117,105,,,,,,,,,,,,,,,
0675db38-f2ab-4008-99d5-9e6c7a8d380e,67,117,99,105,85,,,,,,,,,,,,,,,
5c131652-7873-4f0e-b5b7-cb4bb015e494,107,112,101,79,98,,,,,,,,,,,,,,,
5e4793c0-cc97-47f2-9c70-f67d28d3b38b,44,77,93,122,114,,,,,,,,,,,,,,,
f8c3e0f5-8403-422f-bc48-e9bd31b646bc,92,105,85,86,95,,,,,,,,,,,,,,,
359ed5eb-dad7-4849-a958-0775624efb1d,105,75,80,99,102,,,,,,,,,,,,,,,
584ab798-f82b-4c35-8d40-12ed2f567adb,63,87,117,83,107,,,,,,,,,,,,,,,
0b61f18c-f7ba-406d-bfea-103fdd656b13,113,87,102,106,108,,,,,,,,,,,,,,,
43cdf418-d808-44ab-a5ba-1544697137f0,51,110,100,123,106,,,,,,,,,,,,,,,
71c88384-24e9-48dc-a88b-bf4ca2eeea10,107,104,95,97,99,,,,,,,,,,,,,,,
d1416935-dfdd-46e7-9f3c-4ee47cae2c5a,99,87,132,89,91,,,,,,,,,,,,,,,
d4755dff-532c-4946-9832-73a793d731df,75,50,107,98,90,,,,,,,,,,,,,,,
0b5bd1ea-bc2c-452f-93c4-de216d856039,78,62,93,100,95,,,,,,,,,,,,,,,
6f470683-bbcd-45df-8a6e-84d1b926c32b,61,116,91,59,110,,,,,,,,,,,,,,,
94e95ad9-93a7-4995-91fd-38935dc47241,108,86,78,113,116,,,,,,,,,,,,,,,
9ca480bd-b5c5-43bb-be22-e43212e21c88,93,69,86,101,80,,,,,,,,,,,,,,,
fail 5 in turn: 42,,,,,,,,,,,,,,,,,,,,
4cf45c4d-9093-4d42-aa35-1fa86a4774a5,91,82,105,110,111,,,,,x,,,,,,,,,,
be3bfcf8-2b6f-492c-a0a0-82402cc103a9,77,104,78,120,100,,,,,,,,,,,,,,,
8ce0263c-85b5-4a7e-b776-b795b6c30db9,76,67,75,95,92,,,,,,,,,,,,,,,
bba87751-603b-4624-901f-6575b0eaebda,100,107,83,99,110,,,,,,,,,,,,,,,
b43b9b84-7747-4df6-9d2d-d6e91e4857ef,95,95,116,112,104,,,,,,,,,,,,,,,
f6d75e95-262c-4082-ba4f-87bcb14efb9b,81,99,140,95,104,,,,,,,,,,,,,,,
42611a8e-0b5f-47cd-9d30-40a8e23619c3,98,115,84,102,99,,,,,,,,,,,,,,,
cefb7522-5c06-4f34-8395-c7a8c8da821c,107,109,57,68,118,,,,,,,,,,,,,,,
fail 5 in turn: 43,,,,,,,,,,,,,,,,,,,,
267d6f9a-5cdb-46b0-bb04-73bfa048b4c6,75,87,93,66,110,,,,,,,,,,,,,,,
621ae6c2-c4d0-4882-84bf-a5fa5c39b6a4,84,62,108,106,81,,,,,,,,,,,,,,,
791b9f2f-d794-43e0-b5bf-ead652809f01,67,66,47,67,86,,,,,,,,,,,,,,,
109c7c28-599a-4a97-b168-0e94cf1865be,80,94,86,108,99,,,,,,,,,,,,,,,
908d873f-5f11-4894-8d86-32644a2966c9,102,98,70,81,100,,,,,,,,,,,,,,,
2297ff13-81be-42df-a72c-955c03b60f23,74,132,113,101,180,,,,,,,,,,,,,,,
5a518bbf-a092-4526-a8b0-0a2fbb48afae,97,77,78,100,98,,,,,,,,,,,,,,,
2bb651cf-e309-48b9-9ffe-29e6ec843bab,130,115,106,81,100,,,,,,,,,,,,,,,
09c0ade1-4616-4f77-a23a-e2ac0df261f9,100,91,135,77,103,,,,,,,,,,,,,,,
c363259a-cc90-45cb-aced-7b83d943b995,111,79,99,104,103,,,,,,,,,,,,,,,
fd39d42f-c4b2-4f99-a976-e3e444f89e62,87,115,104,81,107,,,,,,,,,,,,,,,
fe7384a5-e95d-4eee-91fc-4dce584c6509,97,120,106,121,101,,,,,,,,,,,,,,,
df185cef-c794-4e2e-aec2-6a08ff889f67,123,40,100,107,116,,,,,,,,,,,,,,,
5c399098-93d1-49c5-9c71-856ba6aa3857,49,123,57,81,115,,,,,,,,,,,,,,,
fail 5 in turn: 44,,,,,,,,,,,,,,,,,,,,
fail 5 in turn: 40,,,,,,,,,,,,,,,,,,,,
a7063872-12f3-4224-8e87-63bf5a4c1418,79,93,74,121,129,,,,,,,,,,,,,,,
5025a4c6-dd8c-47ec-a7e6-bfe01ff77274,112,99,108,91,117,,,,,,,,,,,,,,,
f356747e-63b4-43df-a24a-ff65529f0811,139,80,95,126,95,,y,,,,,,,,,,,,,
d6b7a8cf-9409-4ae7-948a-1667e167dbf5,111,119,110,113,107,,,,,,,,,,,,,,,
2871f63d-8d7d-4c46-8343-840b5a947303,88,110,98,94,110,,,,,,,,,,,,,,,
8c4f0ced-a05b-4315-8a0a-143c6e50dd45,113,67,116,112,114,,,,,,,,,,,,,,,
fail 5 in turn: 41,,,,,,,,,,,,,,,,,,,,
b74851c1-44d5-49d5-8e0b-d89cbdcedfaa,91,89,62,104,116,,,,,,,,,,,,,,,
53f7c789-a2cd-49a2-b831-2eacf662a7cc,67,85,90,67,95,,,,,,,,,,,,,,,
a96f75e5-250c-42a4-b1d1-39f31e86673a,114,100,125,159,104,,,,,,,,,,,,,,,
302e637b-7639-4843-a34c-fc1322a18e90,83,68,70,77,105,,,,,,,,,,,,,,,
bdd523c4-aaa2-4e3d-b850-270ee85c0f5b,106,113,103,77,106,,,,,,,,,,,,,,,
76d553e3-1a49-4c5b-ab5e-82532b99a899,111,97,99,89,135,,,,,,,,,,,,,,,
484a805c-e067-46ad-ba8c-80433e835e74,117,90,82,83,95,,,x,,,,,,,,,,,,
fd5d41a8-2634-4425-843d-d4178a0d9a1e,70,94,99,107,96,,,,,,,,,,,,,,,
d4fd00d9-e52e-4b56-88d6-6eb94c4901f9,82,87,96,72,82,,,,,,,,,,,,,,,
c7cc20c4-e0f6-47f9-8b6b-5ffaf63c9880,102,98,105,133,109,,,,,,,,,,,,,,,
9dc031d3-787f-44b2-8d39-994b533a75c4,105,79,94,80,71,,,,,,,,,,,,,,,
7a5ee915-8495-404f-8a7b-b18405ef9fc9,109,71,115,125,88,,,,,,,,,,,,,,,
d264e8e8-6f35-4505-bd49-e5c66510151c,77,87,96,68,102,,,,,,,,,,,,,,,
cc82f295-20b9-48d6-835a-9b0ae36f05fc,100,113,116,84,100,,,,,,,,,,,,,,,
959af7c4-4cd8-49e7-a0ce-8cfdcfa6087a,98,84,64,98,93,,y,,,,,,,,,,,,,
fail 5 in turn: 38,,,,,,,,,,,,,,,,,,,,
d71c45a1-4040-47da-9879-9a19cb795ec8,71,131,74,100,114,,,,,,,,,,,,,,,
3d701ebe-f6d3-4775-b06c-92c3c899ba88,110,82,86,126,109,,,,,,,,,,,,,,,
c4f2fc3d-82d8-4c9f-a079-26c0d7518c0e,91,70,97,91,108,,,,,,,,,,,,,,,
99709956-01bc-4892-b257-62b683f3561f,129,104,117,91,116,,,,,,,,,,,,,,,
2a3ea84b-af57-4afd-a8a9-766934abef67,103,58,104,111,84,,,,,,,,,,,,,,,
fail 5 in turn: 44,,,,,,,,,,,,,,,,,,,,
7fa57ed7-79f5-4c97-ab31-fa5eef348d25,94,84,102,101,92,,,,,,,,,,,,,,,
fail 5 in turn: 42,,,,,,,,,,,,,,,,,,,,
6887558c-98be-4b2e-8785-c1565e11e2dd,65,118,106,106,102,,,,,,,,,,,,,,,
1e06dcf2-0282-492f-b40a-c2341502b898,46,75,98,91,127,,,,,,,,,,,,,,,
fail 5 in turn: 41,,,,,,,,,,,,,,,,,,,,
2ec7886c-d97c-456a-9774-6df08d346816,100,115,101,69,92,,,,,,,,,,,,,,,
cf53c661-d40f-47c6-8a07-31406a149c14,92,108,96,109,97,,,,,,,,,,,,,,,
d55cecda-61e3-4483-b1fb-741c784a7f15,105,113,105,95,125,,,,,x,,,,,,,,,,
814bb63d-aa80-49a6-92bd-619326d48f55,104,124,97,102,124,,,,,,,,,,,,,,,
3c805d87-7ba8-42f8-a8c8-3fb35de4ba1c,79,66,66,74,84,,,,,,,,,,,,,,,
fail 5 in turn: 45,,,,,,,,,,,,,,,,,,,,
6eb505e9-1329-42d6-b8f0-2125083fd28f,69,92,95,78,105,,,,,,,,,,,,,,,
556f5f13-9ae4-44f1-8df4-85dc02d98f07,126,115,89,114,86,,,y,,,,,,,,,,,,
83de0964-3c61-4af3-a787-9d44130000a5,111,109,76,116,97,,,,,,,,,,,,,,,
a2f34b52-84f8-4097-9bb1-aa3fe4e83ee4,130,119,102,96,98,,,,,,,,,,,,,,,
b60a882c-3987-4297-9037-b3a39bf6746b,98,80,58,77,113,,,,,,,,,,,,,,,
d15658fd-ec20-4e78-83c6-c2ddc707ecf4,122,143,104,127,91,,,,,,,,,,,,,,,
9ce8b9ba-25eb-4335-b699-e27c4f8a6da5,116,83,106,108,104,,,,,,,,,,,,,,,
fail 5 in turn: 44,,,,,,,,,,,,,,,,,,,,
d82b9922-ccbf-4ecb-ba57-2adb49292d98,96,84,108,73,87,,,,,,,,,,,,,,,
f2a5f795-88ac-4347-bbf4-f3b9c2d97730,121,69,100,97,115,,x,,,,,,,,,,,,,
8df74745-2be5-4e63-b078-4c60a4688ceb,117,101,75,99,84,,,,,x,,,,,,,,,,
ab81c9d3-934f-4b49-af90-bc329e52435b,114,62,67,112,121,,,,,,,,,,,,,,,
f03bbf61-394c-4332-9da2-d7f5affd5503,83,96,112,58,97,,,,,,,,,,,,,,,
f714e223-dcdf-4e91-99aa-d3e9b12af8c0,71,33,97,96,83,,,,,,,,,,,,,,,
eff3673d-31da-4676-8d16-c8f8d424c961,102,115,99,99,129,,,,,,,,,,,,,,,
ee45f8cd-d597-4e70-a12c-48063ef1d46e,100,52,117,68,118,,,,,,,,,,,,,,,
70e08064-5003-47d5-b138-4d72b4fde4f2,101,101,123,57,102,,,,,,,,,,,,,,,
6dfd9ce5-3f13-457a-a484-14e3eb177342,82,107,86,70,77,,,,,,,,,,,,,,,
73f4efdd-dec9-4da8-95b8-6f7ebe0cb1ae,118,119,104,99,106,,,,,,,,,,,,,,,
49eba6c6-55c3-423a-a51c-9a76c035124e,87,98,58,59,104,,,,,,,,,,,,,,,
fail 5 in turn: 38,,,,,,,,,,,,,,,,,,,,
c8d5faf8-a033-4891-82e7-d7753be30f93,76,105,104,100,84,,,,,,,,,,,,,,,
a9f00cca-d8ab-459a-95e6-2964fcdd0a2f,94,108,107,91,114,,,,,y,,,,,,,,,,
4e4604b4-2878-4f69-b40e-5ed477775111,92,45,99,92,97,,,,,,,,,,,,,,,
47553add-aaaa-41e1-a3bc-bac7eabdc886,86,119,75,97,109,,,,,,,,,,,,,,,
cbe4d114-c95e-41c6-b917-e8491af06a51,105,62,81,86,89,,,,,,,,,,,,,,,
d57b18ba-9988-48d4-92f4-6aa117bd3fde,123,15,89,80,92,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,x,,,,,,,,,,,
